Id,SleepDay,TotalSleepRecords,TotalMinutesAsleep,TotalTimeInBed
6117666160,4/16/2016 12:00:00 AM,1,380,398
6117666160,4/17/2016 12:00:00 AM,2,336,350
6117666160,4/18/2016 12:00:00 AM,2,493,510
6117666160,4/19/2016 12:00:00 AM,1,465,492
6117666160,4/20/2016 12:00:00 AM,1,474,502
6117666160,4/21/2016 12:00:00 AM,1,508,550
6117666160,4/22/2016 12:00:00 AM,1,480,546
6117666160,4/23/2016 12:00:00 AM,1,492,539
6117666160,4/24/2016 12:00:00 AM,1,353,367
6117666160,4/27/2016 12:00:00 AM,1,542,557
6117666160,4/28/2016 12:00:00 AM,1,393,416
6117666160,4/29/2016 12:00:00 AM,1,600,636
6117666160,5/1/2016 12:00:00 AM,1,507,575
6117666160,5/5/2016 12:00:00 AM,1,392,415
6117666160,5/6/2016 12:00:00 AM,2,658,698
6117666160,5/7/2016 12:00:00 AM,2,498,507
6117666160,5/8/2016 12:00:00 AM,1,555,603
6117666160,5/9/2016 12:00:00 AM,1,492,522
