Id,SleepDay,TotalSleepRecords,TotalMinutesAsleep,TotalTimeInBed
1503960366,4/12/2016 12:00:00 AM,1,327,346
1503960366,4/13/2016 12:00:00 AM,2,384,407
1503960366,4/15/2016 12:00:00 AM,1,412,442
1503960366,4/16/2016 12:00:00 AM,2,340,367
1503960366,4/17/2016 12:00:00 AM,1,700,712
1503960366,4/19/2016 12:00:00 AM,1,304,320
1503960366,4/20/2016 12:00:00 AM,1,360,377
1503960366,4/21/2016 12:00:00 AM,1,325,364
1503960366,4/23/2016 12:00:00 AM,1,361,384
1503960366,4/24/2016 12:00:00 AM,1,430,449
1503960366,4/25/2016 12:00:00 AM,1,277,323
1503960366,4/26/2016 12:00:00 AM,1,245,274
1503960366,4/28/2016 12:00:00 AM,1,366,393
1503960366,4/29/2016 12:00:00 AM,1,341,354
1503960366,4/30/2016 12:00:00 AM,1,404,425
1503960366,5/1/2016 12:00:00 AM,1,369,396
1503960366,5/2/2016 12:00:00 AM,1,277,309
1503960366,5/3/2016 12:00:00 AM,1,273,296
1503960366,5/5/2016 12:00:00 AM,1,247,264
1503960366,5/6/2016 12:00:00 AM,1,334,367
1503960366,5/7/2016 12:00:00 AM,1,331,349
1503960366,5/8/2016 12:00:00 AM,1,594,611
1503960366,5/9/2016 12:00:00 AM,1,338,342
1503960366,5/10/2016 12:00:00 AM,1,383,403
1503960366,5/11/2016 12:00:00 AM,1,285,306
