Id,ActivityDate,TotalSteps,TotalDistance,TrackerDistance,LoggedActivitiesDistance,VeryActiveDistance,ModeratelyActiveDistance,LightActiveDistance,SedentaryActiveDistance,VeryActiveMinutes,FairlyActiveMinutes,LightlyActiveMinutes,SedentaryMinutes,Calories
1927972279,12/04,678,0.469999998807907,0.469999998807907,0.0,0.0,0.0,0.469999998807907,0.0,0,0,55,734,2220
1927972279,13/04,356,0.25,0.25,0.0,0.0,0.0,0.25,0.0,0,0,32,986,2151
1927972279,14/04,2163,1.5,1.5,0.0,0.0,0.400000005960464,1.10000002384186,0.0,0,9,88,1292,2383
1927972279,15/04,980,0.680000007152557,0.680000007152557,0.0,0.0,0.0,0.680000007152557,0.0,0,0,51,941,2221
1927972279,16/04,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1440,2064
1927972279,17/04,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1440,2063
1927972279,18/04,244,0.170000001788139,0.170000001788139,0.0,0.0,0.0,0.170000001788139,0.0,0,0,17,1423,2111
1927972279,19/04,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1440,2063
1927972279,20/04,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1440,2063
1927972279,21/04,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1440,2064
1927972279,22/04,149,0.100000001490116,0.100000001490116,0.0,0.0,0.0,0.100000001490116,0.0,0,0,10,1430,2093
1927972279,23/04,2945,2.03999996185303,2.03999996185303,0.0,0.0,0.0,2.03999996185303,0.0,0,0,145,1295,2499
1927972279,24/04,2090,1.45000004768372,1.45000004768372,0.0,0.0700000002980232,0.239999994635582,1.13999998569489,0.0,1,6,75,1358,2324
1927972279,25/04,152,0.109999999403954,0.109999999403954,0.0,0.0,0.0,0.109999999403954,0.0,0,0,12,1303,2100
1927972279,26/04,3761,2.59999990463257,2.59999990463257,0.0,0.0,0.0,2.59999990463257,0.0,0,0,192,1058,2638
1927972279,27/04,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1440,2063
1927972279,28/04,1675,1.1599999666214,1.1599999666214,0.0,0.0,0.0,1.1599999666214,0.0,0,0,95,1167,2351
1927972279,29/04,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1440,2063
1927972279,30/04,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1440,2064
1927972279,01/05,2704,1.87000000476837,1.87000000476837,0.0,1.00999999046326,0.0299999993294477,0.829999983310699,0.0,14,1,70,1355,2411
1927972279,02/05,3790,2.61999988555908,2.61999988555908,0.0,1.1599999666214,0.300000011920929,1.1599999666214,0.0,16,8,94,1322,2505
1927972279,03/05,1326,0.920000016689301,0.920000016689301,0.0,0.730000019073486,0.0,0.180000007152557,0.0,10,0,17,1413,2195
1927972279,04/05,1786,1.24000000953674,1.24000000953674,0.0,0.0,0.0,1.24000000953674,0.0,0,0,87,1353,2338
1927972279,05/05,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1440,2063
1927972279,06/05,2091,1.45000004768372,1.45000004768372,0.0,0.0,0.0,1.45000004768372,0.0,0,0,108,1332,2383
1927972279,07/05,1510,1.03999996185303,1.03999996185303,0.0,0.0,0.0,1.03999996185303,0.0,0,0,48,1392,2229
1927972279,08/05,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1440,2063
1927972279,09/05,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1440,2063
1927972279,10/05,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1440,2063
1927972279,11/05,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1440,2063
1927972279,12/05,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,966,1383
