Id,ActivityDate,TotalSteps,TotalDistance,TrackerDistance,LoggedActivitiesDistance,VeryActiveDistance,ModeratelyActiveDistance,LightActiveDistance,SedentaryActiveDistance,VeryActiveMinutes,FairlyActiveMinutes,LightlyActiveMinutes,SedentaryMinutes,Calories
7007744171,12/04,14172,10.289999961853,9.47999954223633,4.8697829246521,4.5,0.379999995231628,5.40999984741211,0.0,53,8,355,1024,2937
7007744171,13/04,12862,9.64999961853027,8.60000038146973,4.8513069152832,4.6100001335144,0.560000002384186,4.48000001907349,0.0,56,22,261,1101,2742
7007744171,14/04,11179,8.23999977111816,7.48000001907349,3.28541493415833,2.95000004768372,0.340000003576279,4.96000003814697,0.0,34,6,304,1096,2668
7007744171,15/04,5273,3.52999997138977,3.52999997138977,0.0,0.0,0.0,3.52999997138977,0.0,0,0,202,1238,2098
7007744171,16/04,4631,3.09999990463257,3.09999990463257,0.0,0.0,0.0,3.09999990463257,0.0,0,0,203,1155,2076
7007744171,17/04,8059,5.3899998664856,5.3899998664856,0.0,0.0,0.0,5.3899998664856,0.0,0,0,305,1135,2383
7007744171,18/04,14816,10.9799995422363,9.90999984741211,4.93055009841919,3.78999996185303,2.11999988555908,5.05000019073486,0.0199999995529652,48,31,284,1077,2832
7007744171,19/04,14194,10.4799995422363,9.5,4.94214200973511,4.40999984741211,0.759999990463257,5.30999994277954,0.0,53,17,304,1066,2812
7007744171,20/04,15566,11.3100004196167,10.4099998474121,4.92484092712402,4.78999996185303,0.670000016689301,5.8600001335144,0.0,60,33,347,1000,3096
7007744171,21/04,13744,9.1899995803833,9.1899995803833,0.0,2.15000009536743,1.87000000476837,5.17000007629395,0.0,30,34,327,1049,2763
7007744171,22/04,15299,10.2399997711182,10.2399997711182,0.0,4.09999990463257,1.75999999046326,4.36999988555908,0.0,64,50,261,1065,2889
7007744171,23/04,8093,5.40999984741211,5.40999984741211,0.0,0.129999995231628,1.12999999523163,4.15000009536743,0.0,2,25,223,1190,2284
7007744171,24/04,11085,7.42000007629395,7.42000007629395,0.0,0.0,0.0,7.42000007629395,0.0,0,0,419,1021,2667
7007744171,25/04,18229,13.3400001525879,12.1999998092651,4.86179208755493,4.30999994277954,1.37000000476837,7.67000007629395,0.0,51,24,379,986,3055
7007744171,26/04,15090,10.1000003814697,10.1000003814697,0.0,0.930000007152557,0.939999997615814,8.22999954223633,0.0,16,22,424,978,2939
7007744171,27/04,13541,10.2200002670288,9.0600004196167,4.88560485839844,4.26999998092651,0.660000026226044,5.28999996185303,0.0,50,12,337,1041,2830
7007744171,28/04,15128,10.1199998855591,10.1199998855591,0.0,1.0900000333786,0.769999980926514,8.26000022888184,0.0,16,16,401,1007,2836
7007744171,29/04,20067,14.3000001907349,13.4200000762939,4.91114616394043,4.30999994277954,2.04999995231628,7.94999980926514,0.0,55,42,382,961,3180
7007744171,30/04,3761,2.51999998092651,2.51999998092651,0.0,0.0,0.0,2.51999998092651,0.0,0,0,200,1240,2051
7007744171,01/05,5600,3.75,3.75,0.0,0.0,0.0,3.75,0.0,0,0,237,1142,2225
7007744171,02/05,13041,9.18000030517578,8.72000026702881,2.83232593536377,4.6399998664856,0.699999988079071,3.82999992370605,0.0,64,14,250,1112,2642
7007744171,03/05,14510,10.8699998855591,9.71000003814697,4.91236782073975,4.48000001907349,1.01999998092651,5.3600001335144,0.0,58,31,330,1021,2976
7007744171,04/05,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1440,1557
7007744171,05/05,15010,11.1000003814697,10.039999961853,4.8782320022583,4.32999992370605,1.28999996185303,5.48000001907349,0.0,53,23,317,1047,2933
7007744171,06/05,11459,7.67000007629395,7.67000007629395,0.0,3.0,0.810000002384186,3.85999989509583,0.0,44,13,247,1136,2553
7007744171,07/05,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,111,120
